iter	Logloss
600	0.5201428971
601	0.5200301866
602	0.5198926344
603	0.5197548323
604	0.5196157521
605	0.5194764514
606	0.5193228465
607	0.5191727744
608	0.5190415987
609	0.5189015715
610	0.5187147687
611	0.518602119
612	0.5184614162
613	0.5183694231
614	0.5182395197
615	0.5181200341
616	0.5180174706
617	0.5178903912
618	0.5177384274
619	0.5176100826
620	0.517472247
621	0.5173288615
622	0.5171979251
623	0.5170643039
624	0.5169494134
625	0.5168116355
626	0.5166790062
627	0.5165430524
628	0.5164413982
629	0.5163325847
630	0.51617168
631	0.516040845
632	0.5159044478
633	0.5157672347
634	0.5156467666
635	0.5155174258
636	0.515399477
637	0.5152920337
638	0.5151711106
639	0.5150148096
640	0.5148802645
641	0.5147623439
642	0.5146303745
643	0.5145125693
644	0.5144353259
645	0.5143125271
646	0.5141712408
647	0.514048676
648	0.5139140896
649	0.5137975127
650	0.5136574909
651	0.5135264336
652	0.5133935057
653	0.5132806269
654	0.5131504209
655	0.5130042666
656	0.5128477194
657	0.5127475387
658	0.5125966322
659	0.5124786631
660	0.5123648505
661	0.5122417967
662	0.5121123817
663	0.5120281067
664	0.5119246702
665	0.5118254353
666	0.5116940862
667	0.5115875836
668	0.511471469
669	0.5113596415
670	0.5112538261
671	0.5111357645
672	0.5110068171
673	0.5109036581
674	0.5107722958
675	0.5106975158
676	0.5105600677
677	0.5104218109
678	0.5102996593
679	0.5101764026
680	0.5100525823
681	0.5099196723
682	0.5097957665
683	0.5097008082
684	0.5095904535
685	0.5094694304
686	0.5093566896
687	0.5092640906
688	0.5091387062
689	0.5090039446
690	0.5088813339
691	0.5087964926
692	0.5087257985
693	0.5086134714
694	0.5084792777
695	0.5083386858
696	0.5082244859
697	0.5081240069
698	0.5080060008
699	0.5078899934
700	0.5077472303
701	0.507648016
702	0.5075229592
703	0.5074206894
704	0.5072949308
705	0.5072194617
706	0.5071136127
707	0.5069995692
708	0.506917605
709	0.506805094
710	0.5066660414
711	0.5065368131
712	0.5064267331
713	0.5063360613
714	0.5062198296
715	0.5061259999
716	0.5060323256
717	0.5058990397
718	0.5057944438
719	0.5056644743
720	0.5055464622
721	0.5054384923
722	0.5053138772
723	0.5051980005
724	0.5051008021
725	0.5050252375
726	0.5049186677
727	0.5048356909
728	0.5047271364
729	0.504658596
730	0.5045301491
731	0.5044152296
732	0.5043330055
733	0.5042198039
734	0.5041219261
735	0.5039983001
736	0.5038605971
737	0.5037636597
738	0.5036742
739	0.5035654807
740	0.5034474978
741	0.5033411503
742	0.5032313596
743	0.5031334079
744	0.5030188436
745	0.5029293996
746	0.5028175714
747	0.5027338911
748	0.5026347733
749	0.50255171
750	0.5024318037
751	0.5022903024
752	0.5021924128
753	0.5021128786
754	0.5020130118
755	0.5019135079
756	0.5018085349
757	0.5016935537
758	0.5015770877
759	0.5014909257
760	0.5013519359
761	0.5012612031
762	0.5011668595
763	0.5010406309
764	0.5009482565
765	0.5008457212
766	0.5007426715
767	0.5006437528
768	0.5005303383
769	0.5004390739
770	0.5003522193
771	0.5002608618
772	0.500169397
773	0.5000470495
774	0.4999609019
775	0.4998811074
776	0.4997672922
777	0.4996957016
778	0.4996082159
779	0.4994796783
780	0.4993623108
781	0.4992778845
782	0.4991672791
783	0.4990921405
784	0.4990069822
785	0.4989177991
786	0.4988121492
787	0.49871047
788	0.4986167182
789	0.4985040068
790	0.4984124949
791	0.4983290426
792	0.4981986431
793	0.4981070393
794	0.4980473669
795	0.4979478525
796	0.4978501909
797	0.4977411907
798	0.4976758662
799	0.4975786793
800	0.4974902604
801	0.4974300828
802	0.497333276
803	0.497225669
804	0.4971413516
805	0.4970535865
806	0.4969492998
807	0.4968617691
808	0.4967857671
809	0.4966830314
810	0.4965892062
811	0.4964926594
812	0.4964292616
813	0.4963375063
814	0.4962600894
815	0.4961968609
816	0.4961050071
817	0.4960168048
818	0.4959309055
819	0.4958805555
820	0.4957792575
821	0.4956893309
822	0.4955988828
823	0.4954987651
824	0.4954162097
825	0.4953365458
826	0.4952486221
827	0.495156943
828	0.4950463214
829	0.4949735473
830	0.4948805961
831	0.4947810585
832	0.4946888963
833	0.4945868768
834	0.4945048766
835	0.4944031697
836	0.4942942928
837	0.4941914599
838	0.494128784
839	0.4940363569
840	0.4939254072
841	0.4938353121
842	0.49373389
843	0.4936339098
844	0.4935410184
845	0.4934491841
846	0.4933678803
847	0.4932780159
848	0.4932128498
849	0.4931302445
850	0.4930610415
851	0.4929861671
852	0.4928807497
853	0.4927922645
854	0.4927085121
855	0.492627758
856	0.4925264221
857	0.4924369139
858	0.4923463969
859	0.4922593288
860	0.4921705364
861	0.4920889173
862	0.4919846459
863	0.4918950054
864	0.4918061891
865	0.4916970437
866	0.4916368992
867	0.4915470829
868	0.4914443077
869	0.4913777478
870	0.4913048721
871	0.4912156677
872	0.4911589693
873	0.4910915327
874	0.4909745803
875	0.4908945364
876	0.4908142791
877	0.4907167833
878	0.490666404
879	0.4905813941
880	0.4905025252
881	0.490424481
882	0.4903163153
883	0.4902355658
884	0.490155357
885	0.4900756715
886	0.4900121141
887	0.4899244894
888	0.4898477571
889	0.4897709535
890	0.48970645
891	0.4896588782
892	0.4895602923
893	0.489485216
894	0.48939279
895	0.489321739
896	0.4892439928
897	0.4891488157
898	0.4890740238
899	0.4889949762
900	0.4889071057
901	0.488825844
902	0.488730989
903	0.4886496584
904	0.4885862519
905	0.4884874663
906	0.4884017942
907	0.4883239279
908	0.4882371109
909	0.488153896
910	0.488089702
911	0.4879901574
912	0.4878968818
913	0.4878040892
914	0.4877376496
915	0.4876704169
916	0.4875670632
917	0.487493012
918	0.4874230602
919	0.487331398
920	0.4872662285
921	0.4871629928
922	0.4870957055
923	0.4870264945
924	0.4869674378
925	0.4868957171
926	0.4868344681
927	0.4867769436
928	0.4867043537
929	0.4866256055
930	0.4865631734
931	0.4864648165
932	0.4863943779
933	0.4863398427
934	0.4862626554
935	0.4861773348
936	0.4861018052
937	0.4860106503
938	0.4859326601
939	0.4858834014
940	0.4857982771
941	0.485715102
942	0.4856331948
943	0.4855287605
944	0.4854591352
945	0.4854239223
946	0.4853937435
947	0.4853277962
948	0.4852481407
949	0.4851617217
950	0.4850664783
951	0.4850031227
952	0.4849174393
953	0.4848484193
954	0.4847659872
955	0.4846891747
956	0.4846151747
957	0.4845373045
958	0.4844370017
959	0.484353784
960	0.4842823342
961	0.4842004272
962	0.4841104464
963	0.4840245929
964	0.4839365729
965	0.4838624097
966	0.4837859964
967	0.4837267946
968	0.4836537539
969	0.4835823807
970	0.4835255035
971	0.4834339252
972	0.4833602276
973	0.4832842302
974	0.4832001828
975	0.4831167401
976	0.4830295782
977	0.4829671682
978	0.4828959882
979	0.4828005012
980	0.4827058442
981	0.4826176875
982	0.4825475252
983	0.4824954457
984	0.4824092911
985	0.4823471916
986	0.4822574874
987	0.4821957727
988	0.4821238249
989	0.4820420751
990	0.4819649128
991	0.4818903042
992	0.4817973267
993	0.4817258433
994	0.4816390039
995	0.4815886117
996	0.4815155296
997	0.4814510061
998	0.481394508
999	0.4813342912
1000	0.4812946362
1001	0.4812214961
1002	0.4811609121
1003	0.4811020689
1004	0.4810247159
1005	0.4809526134
1006	0.4808784512
1007	0.4808268415
1008	0.4807322887
1009	0.4806685111
1010	0.4806105658
1011	0.4805581175
1012	0.4805073894
1013	0.4804621039
1014	0.480394177
1015	0.4803345922
1016	0.4802853321
1017	0.480231249
1018	0.4801857009
1019	0.4801217886
1020	0.4800394423
1021	0.4799665905
1022	0.479924919
1023	0.4798443234
1024	0.479787881
1025	0.4797180061
1026	0.4796492872
1027	0.4795739965
1028	0.4795243649
1029	0.4794593196
1030	0.4793680713
1031	0.4793114099
1032	0.4792654524
1033	0.47920349
1034	0.4791440841
1035	0.4790815178
1036	0.4790165372
1037	0.4789645619
1038	0.4789121124
1039	0.4788552954
1040	0.4787962454
1041	0.478721248
1042	0.4786305474
1043	0.4785589224
1044	0.478519474
1045	0.4784357789
1046	0.4783758882
1047	0.4783192255
1048	0.4782668509
1049	0.478218418
1050	0.4781497888
1051	0.4780806616
1052	0.4780281165
1053	0.4779666439
1054	0.4779047157
1055	0.47787082
1056	0.4778153744
1057	0.4777845776
1058	0.4777159574
1059	0.4776326598
1060	0.477571737
1061	0.4774971317
1062	0.4774216553
1063	0.4773730651
1064	0.4773126272
1065	0.4772425745
1066	0.4771736626
1067	0.4771162574
1068	0.4770647922
1069	0.4770023006
1070	0.4769755377
1071	0.4769281687
1072	0.4768646356
1073	0.4767876682
1074	0.4767214432
1075	0.4766453732
1076	0.476581015
1077	0.4765088644
1078	0.4764585212
1079	0.4763973492
1080	0.4763253004
1081	0.4762702522
1082	0.4762144263
1083	0.4761414774
1084	0.4760680923
1085	0.4760119336
1086	0.4759395274
1087	0.475893565
1088	0.4758230288
1089	0.4757818155
1090	0.4757328968
1091	0.4756628588
1092	0.4755815228
1093	0.4755016664
1094	0.475434882
1095	0.4753854756
1096	0.4753565394
1097	0.4753157593
1098	0.4752497436
1099	0.4751767872
